
Measurement ID;7610;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;;;;;;;;;
;;19/11/2022 11:20:05;7;DCH;18:50:03;11:50:00;1;1;EQUALIZACAO_4X_C20;1,997544;-0,237446;0;2,81006;2,810088;-2,81006;-2,138443;3,566079;5,704522;5,704598;;;;;;;;;;;;
;;19/11/2022 11:22:05;7;DCH;18:52:03;11:52:00;1;1;EQUALIZACAO_4X_C20;1,997321;-0,237446;0;2,817965;2,817993;-2,817965;-2,154233;3,566079;5,720311;5,720388;;;;;;;;;;;;
;;19/11/2022 11:24:05;7;DCH;18:54:03;11:54:00;1;1;EQUALIZACAO_4X_C20;1,997099;-0,237491;0;2,825879;2,825907;-2,825879;-2,170038;3,566079;5,736117;5,736193;;;;;;;;;;;;
;;19/11/2022 11:26:05;7;DCH;18:56:03;11:56:00;1;1;EQUALIZACAO_4X_C20;1,996877;-0,237446;0;2,833792;2,833821;-2,833792;-2,185842;3,566079;5,751921;5,751997;;;;;;;;;;;;
;;19/11/2022 11:28:05;7;DCH;18:58:03;11:58:00;1;1;EQUALIZACAO_4X_C20;1,996765;-0,237491;0;2,841712;2,84174;-2,841712;-2,201656;3,566079;5,767734;5,76781;;;;;;;;;;;;
;;19/11/2022 11:30:05;7;DCH;19:00:03;11:59:59;1;1;EQUALIZACAO_4X_C20;1,996543;-0,237446;0;2,84963;2,849658;-2,84963;-2,217464;3,566079;5,783543;5,783619;;;;;;;;;;;;
;;19/11/2022 11:32:05;7;DCH;19:02:03;12:02:00;1;1;EQUALIZACAO_4X_C20;1,996321;-0,237491;0;2,857541;2,857569;-2,857541;-2,233259;3,566079;5,799337;5,799413;;;;;;;;;;;;
;;19/11/2022 11:34:05;7;DCH;19:04:03;12:04:00;1;1;EQUALIZACAO_4X_C20;1,996098;-0,237446;0;2,865464;2,865492;-2,865464;-2,249074;3,566079;5,815153;5,815229;;;;;;;;;;;;
;;19/11/2022 11:36:05;7;DCH;19:06:03;12:06:00;1;1;EQUALIZACAO_4X_C20;1,995876;-0,237446;0;2,873379;2,873407;-2,873379;-2,264873;3,566079;5,830951;5,831027;;;;;;;;;;;;
;;19/11/2022 11:38:05;7;DCH;19:08:03;12:08:00;1;1;EQUALIZACAO_4X_C20;1,995653;-0,237446;0;2,881286;2,881315;-2,881286;-2,280655;3,566079;5,846733;5,846809;;;;;;;;;;;;
;;19/11/2022 11:40:05;7;DCH;19:10:03;12:09:59;1;1;EQUALIZACAO_4X_C20;1,995542;-0,237446;0;2,889211;2,889239;-2,889211;-2,296468;3,566079;5,862547;5,862623;;;;;;;;;;;;
;;19/11/2022 11:42:05;7;DCH;19:12:03;12:12:00;1;1;EQUALIZACAO_4X_C20;1,995208;-0,237491;0;2,897132;2,897161;-2,897132;-2,312274;3,566079;5,878353;5,878429;;;;;;;;;;;;
;;19/11/2022 11:44:05;7;DCH;19:14:03;12:14:00;1;1;EQUALIZACAO_4X_C20;1,995097;-0,237491;0;2,905031;2,905059;-2,905031;-2,328033;3,566079;5,894112;5,894188;;;;;;;;;;;;
;;19/11/2022 11:46:05;7;DCH;19:16:03;12:16:00;1;1;EQUALIZACAO_4X_C20;1,994875;-0,237491;0;2,912951;2,912979;-2,912951;-2,343833;3,566079;5,909912;5,909988;;;;;;;;;;;;
;;19/11/2022 11:48:05;7;DCH;19:18:03;12:18:00;1;1;EQUALIZACAO_4X_C20;1,994652;-0,237446;0;2,920875;2,920904;-2,920875;-2,359641;3,566079;5,925719;5,925795;;;;;;;;;;;;
;;19/11/2022 11:50:05;7;DCH;19:20:03;12:20:00;1;1;EQUALIZACAO_4X_C20;1,99443;-0,237446;0;2,92879;2,928819;-2,92879;-2,375428;3,566079;5,941507;5,941583;;;;;;;;;;;;
;;19/11/2022 11:52:05;7;DCH;19:22:03;12:22:00;1;1;EQUALIZACAO_4X_C20;1,994208;-0,237446;0;2,936708;2,936737;-2,936708;-2,391219;3,566079;5,957298;5,957374;;;;;;;;;;;;
;;19/11/2022 11:54:05;7;DCH;19:24:03;12:24:00;1;1;EQUALIZACAO_4X_C20;1,994096;-0,237491;0;2,944621;2,94465;-2,944621;-2,406998;3,566079;5,973077;5,973153;;;;;;;;;;;;
;;19/11/2022 11:56:05;7;DCH;19:26:03;12:26:00;1;1;EQUALIZACAO_4X_C20;1,993763;-0,237446;0;2,952526;2,952554;-2,952526;-2,422759;3,566079;5,988838;5,988914;;;;;;;;;;;;
;;19/11/2022 11:58:05;7;DCH;19:28:03;12:28:00;1;1;EQUALIZACAO_4X_C20;1,993651;-0,237446;0;2,960454;2,960483;-2,960454;-2,438566;3,566079;6,004645;6,004721;;;;;;;;;;;;
;;19/11/2022 12:00:05;7;DCH;19:30:03;12:30:00;1;1;EQUALIZACAO_4X_C20;1,993429;-0,237446;0;2,968367;2,968396;-2,968367;-2,454341;3,566079;6,020419;6,020495;;;;;;;;;;;;
;;19/11/2022 12:02:05;7;DCH;19:32:03;12:32:00;1;1;EQUALIZACAO_4X_C20;1,993095;-0,237446;0;2,976287;2,976316;-2,976287;-2,470128;3,566079;6,036207;6,036283;;;;;;;;;;;;
;;19/11/2022 12:04:05;7;DCH;19:34:03;12:34:00;1;1;EQUALIZACAO_4X_C20;1,992984;-0,237491;0;2,984196;2,984225;-2,984196;-2,485891;3,566079;6,051969;6,052046;;;;;;;;;;;;
;;19/11/2022 12:06:05;7;DCH;19:36:03;12:36:00;1;1;EQUALIZACAO_4X_C20;1,992762;-0,237491;0;2,992108;2,992137;-2,992108;-2,501659;3,566079;6,067737;6,067813;;;;;;;;;;;;
;;19/11/2022 12:08:05;7;DCH;19:38:03;12:38:00;1;1;EQUALIZACAO_4X_C20;1,992539;-0,237446;0;3,00003;3,000059;-3,00003;-2,517444;3,566079;6,083522;6,083598;;;;;;;;;;;;
;;19/11/2022 12:10:05;7;DCH;19:40:03;12:39:59;1;1;EQUALIZACAO_4X_C20;1,992317;-0,237446;0;3,007935;3,007964;-3,007935;-2,533195;3,566079;6,099273;6,099349;;;;;;;;;;;;
;;19/11/2022 12:12:05;7;DCH;19:42:03;12:41:59;1;1;EQUALIZACAO_4X_C20;1,992095;-0,237446;0;3,015847;3,015875;-3,015847;-2,548955;3,566079;6,115034;6,11511;;;;;;;;;;;;
;;19/11/2022 12:14:05;7;DCH;19:44:03;12:44:00;1;1;EQUALIZACAO_4X_C20;1,991983;-0,237491;0;3,023764;3,023792;-3,023764;-2,564727;3,566079;6,130805;6,130881;;;;;;;;;;;;
;;19/11/2022 12:16:05;7;DCH;19:46:03;12:46:00;1;1;EQUALIZACAO_4X_C20;1,99165;-0,237491;0;3,031683;3,031712;-3,031683;-2,580501;3,566079;6,14658;6,146656;;;;;;;;;;;;
;;19/11/2022 12:18:05;7;DCH;19:48:03;12:48:00;1;1;EQUALIZACAO_4X_C20;1,991427;-0,237491;0;3,039601;3,03963;-3,039601;-2,596269;3,566079;6,162348;6,162424;;;;;;;;;;;;
;;19/11/2022 12:20:05;7;DCH;19:50:03;12:50:00;1;1;EQUALIZACAO_4X_C20;1,991205;-0,237446;0;3,047525;3,047554;-3,047525;-2,61205;3,566079;6,178128;6,178205;;;;;;;;;;;;
;;19/11/2022 12:22:05;7;DCH;19:52:03;12:52:00;1;1;EQUALIZACAO_4X_C20;1,990982;-0,237491;0;3,05543;3,055459;-3,05543;-2,62779;3,566079;6,193869;6,193945;;;;;;;;;;;;
;;19/11/2022 12:24:05;7;DCH;19:54:03;12:54:00;1;1;EQUALIZACAO_4X_C20;1,990871;-0,237491;0;3,06335;3,063379;-3,06335;-2,643557;3,566079;6,209636;6,209712;;;;;;;;;;;;
;;19/11/2022 12:26:05;7;DCH;19:56:03;12:56:00;1;1;EQUALIZACAO_4X_C20;1,990649;-0,237446;0;3,071275;3,071304;-3,071275;-2,659334;3,566079;6,225413;6,225489;;;;;;;;;;;;
;;19/11/2022 12:28:05;7;DCH;19:58:03;12:58:00;1;1;EQUALIZACAO_4X_C20;1,990426;-0,237491;0;3,079181;3,079209;-3,079181;-2,67507;3,566079;6,241149;6,241225;;;;;;;;;;;;
;;19/11/2022 12:30:05;7;DCH;20:00:03;13:00:00;1;1;EQUALIZACAO_4X_C20;1,990204;-0,237491;0;3,087093;3,087121;-3,087093;-2,690817;3,566079;6,256896;6,256972;;;;;;;;;;;;
;;19/11/2022 12:32:05;7;DCH;20:02:03;13:02:00;1;1;EQUALIZACAO_4X_C20;1,989982;-0,237491;0;3,095012;3,095041;-3,095012;-2,706577;3,566079;6,272656;6,272732;;;;;;;;;;;;
;;19/11/2022 12:34:05;7;DCH;20:04:03;13:04:00;1;1;EQUALIZACAO_4X_C20;1,989759;-0,237446;0;3,102935;3,102964;-3,102935;-2,722343;3,566079;6,288421;6,288497;;;;;;;;;;;;
;;19/11/2022 12:36:05;7;DCH;20:06:03;13:06:00;1;1;EQUALIZACAO_4X_C20;1,989537;-0,237491;0;3,110851;3,110879;-3,110851;-2,738092;3,566079;6,30417;6,304246;;;;;;;;;;;;
;;19/11/2022 12:38:06;7;DCH;20:08:03;13:08:00;1;1;EQUALIZACAO_4X_C20;1,989314;-0,237446;0;3,11877;3,118798;-3,11877;-2,753846;3,566079;6,319925;6,320001;;;;;;;;;;;;
;;19/11/2022 12:40:05;7;DCH;20:10:03;13:10:00;1;1;EQUALIZACAO_4X_C20;1,989092;-0,237446;0;3,126674;3,126702;-3,126674;-2,769568;3,566079;6,335647;6,335723;;;;;;;;;;;;
;;19/11/2022 12:42:05;7;DCH;20:12:03;13:12:00;1;1;EQUALIZACAO_4X_C20;1,988869;-0,237491;0;3,134596;3,134624;-3,134596;-2,785324;3,566079;6,351403;6,351479;;;;;;;;;;;;
;;19/11/2022 12:44:05;7;DCH;20:14:03;13:14:00;1;1;EQUALIZACAO_4X_C20;1,988647;-0,237491;0;3,1425;3,142529;-3,1425;-2,801045;3,566079;6,367124;6,3672;;;;;;;;;;;;
;;19/11/2022 12:46:05;7;DCH;20:16:03;13:16:00;1;1;EQUALIZACAO_4X_C20;1,988425;-0,237491;0;3,15043;3,150459;-3,15043;-2,816814;3,566079;6,382892;6,382968;;;;;;;;;;;;
;;19/11/2022 12:48:05;7;DCH;20:18:03;13:18:00;1;1;EQUALIZACAO_4X_C20;1,988202;-0,237491;0;3,158337;3,158366;-3,158337;-2,832535;3,566079;6,398613;6,398689;;;;;;;;;;;;
;;19/11/2022 12:50:05;7;DCH;20:20:03;13:19:59;1;1;EQUALIZACAO_4X_C20;1,98798;-0,237446;0;3,166243;3,166272;-3,166243;-2,848252;3,566079;6,41433;6,414407;;;;;;;;;;;;
;;19/11/2022 12:52:05;7;DCH;20:22:03;13:22:00;1;1;EQUALIZACAO_4X_C20;1,987646;-0,237491;0;3,174176;3,174204;-3,174176;-2,864021;3,566079;6,4301;6,430176;;;;;;;;;;;;
;;19/11/2022 12:54:05;7;DCH;20:24:03;13:24:00;1;1;EQUALIZACAO_4X_C20;1,987535;-0,237491;0;3,182079;3,182108;-3,182079;-2,87973;3,566079;6,445809;6,445885;;;;;;;;;;;;
;;19/11/2022 12:56:06;7;DCH;20:26:03;13:26:00;1;1;EQUALIZACAO_4X_C20;1,987313;-0,237446;0;3,19001;3,190039;-3,19001;-2,895492;3,566079;6,46157;6,461646;;;;;;;;;;;;
;;19/11/2022 12:58:05;7;DCH;20:28:03;13:28:00;1;1;EQUALIZACAO_4X_C20;1,98709;-0,237491;0;3,197922;3,19795;-3,197922;-2,911214;3,566079;6,477292;6,477368;;;;;;;;;;;;
;;19/11/2022 13:00:05;7;DCH;20:30:03;13:30:00;1;1;EQUALIZACAO_4X_C20;1,986868;-0,237446;0;3,205839;3,205867;-3,205839;-2,926943;3,566079;6,493022;6,493098;;;;;;;;;;;;
;;19/11/2022 13:02:05;7;DCH;20:32:03;13:32:00;1;1;EQUALIZACAO_4X_C20;1,986645;-0,237446;0;3,213742;3,213771;-3,213742;-2,942645;3,566079;6,508724;6,5088;;;;;;;;;;;;
;;19/11/2022 13:04:05;7;DCH;20:34:03;13:34:00;1;1;EQUALIZACAO_4X_C20;1,986312;-0,237446;0;3,221664;3,221692;-3,221664;-2,958382;3,566079;6,52446;6,524536;;;;;;;;;;;;
;;19/11/2022 13:06:05;7;DCH;20:36:03;13:36:00;1;1;EQUALIZACAO_4X_C20;1,986089;-0,237491;0;3,229577;3,229606;-3,229577;-2,9741;3,566079;6,540179;6,540255;;;;;;;;;;;;
;;19/11/2022 13:08:05;7;DCH;20:38:03;13:38:00;1;1;EQUALIZACAO_4X_C20;1,985867;-0,237491;0;3,237489;3,237517;-3,237489;-2,989812;3,566079;6,555891;6,555967;;;;;;;;;;;;
;;19/11/2022 13:10:05;7;DCH;20:40:03;13:40:00;1;1;EQUALIZACAO_4X_C20;1,985644;-0,237446;0;3,245407;3,245436;-3,245407;-3,005536;3,566079;6,571615;6,571691;;;;;;;;;;;;
;;19/11/2022 13:12:05;7;DCH;20:42:03;13:42:00;1;1;EQUALIZACAO_4X_C20;1,985422;-0,237491;0;3,253325;3,253354;-3,253325;-3,021258;3,566079;6,587337;6,587413;;;;;;;;;;;;
;;19/11/2022 13:14:05;7;DCH;20:44:03;13:44:00;1;1;EQUALIZACAO_4X_C20;1,9852;-0,237491;0;3,261249;3,261278;-3,261249;-3,03699;3,566079;6,603068;6,603144;;;;;;;;;;;;
;;19/11/2022 13:16:05;7;DCH;20:46:03;13:46:00;1;1;EQUALIZACAO_4X_C20;1,984977;-0,237446;0;3,269164;3,269192;-3,269164;-3,0527;3,566079;6,618779;6,618855;;;;;;;;;;;;
;;19/11/2022 13:18:05;7;DCH;20:48:03;13:48:00;1;1;EQUALIZACAO_4X_C20;1,984755;-0,237491;0;3,277063;3,277092;-3,277063;-3,068379;3,566079;6,634458;6,634534;;;;;;;;;;;;
;;19/11/2022 13:20:05;7;DCH;20:50:03;13:50:00;1;1;EQUALIZACAO_4X_C20;1,984532;-0,237491;0;3,284988;3,285016;-3,284988;-3,084107;3,566079;6,650186;6,650262;;;;;;;;;;;;
;;19/11/2022 13:22:05;7;DCH;20:52:03;13:52:00;1;1;EQUALIZACAO_4X_C20;1,98431;-0,237491;0;3,292908;3,292937;-3,292908;-3,099825;3,566079;6,665903;6,66598;;;;;;;;;;;;
;;19/11/2022 13:24:05;7;DCH;20:54:03;13:54:00;1;1;EQUALIZACAO_4X_C20;1,984087;-0,237491;0;3,300827;3,300856;-3,300827;-3,115537;3,566079;6,681615;6,681692;;;;;;;;;;;;
;;19/11/2022 13:26:05;7;DCH;20:56:03;13:56:00;1;1;EQUALIZACAO_4X_C20;1,983754;-0,237446;0;3,308741;3,30877;-3,308741;-3,131237;3,566079;6,697316;6,697392;;;;;;;;;;;;
;;19/11/2022 13:28:05;7;DCH;20:58:03;13:58:00;1;1;EQUALIZACAO_4X_C20;1,983531;-0,237446;0;3,31666;3,316689;-3,31666;-3,146946;3,566079;6,713025;6,713101;;;;;;;;;;;;
;;19/11/2022 13:30:05;7;DCH;21:00:03;14:00:00;1;1;EQUALIZACAO_4X_C20;1,983309;-0,237491;0;3,324571;3,3246;-3,324571;-3,162638;3,566079;6,728716;6,728792;;;;;;;;;;;;
;;19/11/2022 13:32:05;7;DCH;21:02:03;14:02:00;1;1;EQUALIZACAO_4X_C20;1,983087;-0,237446;0;3,332474;3,332503;-3,332474;-3,17831;3,566079;6,744389;6,744465;;;;;;;;;;;;
;;19/11/2022 13:34:05;7;DCH;21:04:03;14:04:00;1;1;EQUALIZACAO_4X_C20;1,982864;-0,237446;0;3,340394;3,340423;-3,340394;-3,194015;3,566079;6,760094;6,76017;;;;;;;;;;;;
;;19/11/2022 13:36:05;7;DCH;21:06:03;14:06:00;1;1;EQUALIZACAO_4X_C20;1,982642;-0,237446;0;3,348319;3,348348;-3,348319;-3,209729;3,566079;6,775807;6,775884;;;;;;;;;;;;
;;19/11/2022 13:38:05;7;DCH;21:08:03;14:08:00;1;1;EQUALIZACAO_4X_C20;1,982308;-0,237446;0;3,356228;3,356256;-3,356228;-3,225406;3,566079;6,791485;6,791561;;;;;;;;;;;;
;;19/11/2022 13:40:05;7;DCH;21:10:03;14:10:00;1;1;EQUALIZACAO_4X_C20;1,982086;-0,237446;0;3,364152;3,364181;-3,364152;-3,241115;3,566079;6,807194;6,80727;;;;;;;;;;;;
;;19/11/2022 13:42:05;7;DCH;21:12:03;14:11:59;1;1;EQUALIZACAO_4X_C20;1,981863;-0,237446;0;3,372062;3,372091;-3,372062;-3,256792;3,566079;6,822871;6,822947;;;;;;;;;;;;
;;19/11/2022 13:44:05;7;DCH;21:14:03;14:13:59;1;1;EQUALIZACAO_4X_C20;1,981641;-0,237491;0;3,379975;3,380004;-3,379975;-3,272474;3,566079;6,838553;6,838629;;;;;;;;;;;;
;;19/11/2022 13:46:05;7;DCH;21:16:03;14:15:59;1;1;EQUALIZACAO_4X_C20;1,981418;-0,237491;0;3,387892;3,38792;-3,387892;-3,288161;3,566079;6,854239;6,854316;;;;;;;;;;;;
;;19/11/2022 13:48:05;7;DCH;21:18:03;14:18:00;1;1;EQUALIZACAO_4X_C20;1,981196;-0,237446;0;3,395809;3,395838;-3,395809;-3,303848;3,566079;6,869927;6,870003;;;;;;;;;;;;
;;19/11/2022 13:50:05;7;DCH;21:20:03;14:20:00;1;1;EQUALIZACAO_4X_C20;1,980862;-0,237446;0;3,403717;3,403745;-3,403717;-3,319513;3,566079;6,885592;6,885668;;;;;;;;;;;;
;;19/11/2022 13:52:05;7;DCH;21:22:03;14:22:00;1;1;EQUALIZACAO_4X_C20;1,98064;-0,237491;0;3,411637;3,411666;-3,411637;-3,335202;3,566079;6,901281;6,901357;;;;;;;;;;;;
;;19/11/2022 13:54:05;7;DCH;21:24:03;14:24:00;1;1;EQUALIZACAO_4X_C20;1,980418;-0,237446;0;3,419561;3,41959;-3,419561;-3,350896;3,566079;6,916974;6,91705;;;;;;;;;;;;
;;19/11/2022 13:56:05;7;DCH;21:26:03;14:26:00;1;1;EQUALIZACAO_4X_C20;1,980195;-0,237446;0;3,42747;3,427498;-3,42747;-3,366557;3,566079;6,932636;6,932712;;;;;;;;;;;;
;;19/11/2022 13:58:05;7;DCH;21:28:03;14:28:00;1;1;EQUALIZACAO_4X_C20;1,979973;-0,237491;0;3,435393;3,435421;-3,435393;-3,382245;3,566079;6,948324;6,9484;;;;;;;;;;;;
;;19/11/2022 14:00:05;7;DCH;21:30:03;14:30:00;1;1;EQUALIZACAO_4X_C20;1,979639;-0,237446;0;3,443308;3,443337;-3,443308;-3,397916;3,566079;6,963994;6,964071;;;;;;;;;;;;
;;19/11/2022 14:02:05;7;DCH;21:32:03;14:32:00;1;1;EQUALIZACAO_4X_C20;1,979417;-0,237446;0;3,451211;3,451239;-3,451211;-3,413559;3,566079;6,979638;6,979714;;;;;;;;;;;;
;;19/11/2022 14:04:05;7;DCH;21:34:03;14:34:00;1;1;EQUALIZACAO_4X_C20;1,979194;-0,237446;0;3,459132;3,459161;-3,459132;-3,429239;3,566079;6,995318;6,995394;;;;;;;;;;;;
;;19/11/2022 14:06:05;7;DCH;21:36:03;14:36:00;1;1;EQUALIZACAO_4X_C20;1,978972;-0,237491;0;3,467057;3,467085;-3,467057;-3,444922;3,566079;7,011;7,011076;;;;;;;;;;;;
;;19/11/2022 14:08:05;7;DCH;21:38:03;14:38:00;1;1;EQUALIZACAO_4X_C20;1,978638;-0,237446;0;3,474967;3,474995;-3,474967;-3,460574;3,566079;7,026653;7,026729;;;;;;;;;;;;
;;19/11/2022 14:10:05;7;DCH;21:40:03;14:40:00;1;1;EQUALIZACAO_4X_C20;1,978416;-0,237491;0;3,482882;3,48291;-3,482882;-3,476234;3,566079;7,042313;7,042389;;;;;;;;;;;;
;;19/11/2022 14:12:05;7;DCH;21:42:03;14:42:00;1;1;EQUALIZACAO_4X_C20;1,978193;-0,237446;0;3,490785;3,490813;-3,490785;-3,491869;3,566079;7,057948;7,058024;;;;;;;;;;;;
;;19/11/2022 14:14:05;7;DCH;21:44:03;14:44:00;1;1;EQUALIZACAO_4X_C20;1,97786;-0,237491;0;3,498704;3,498733;-3,498704;-3,507535;3,566079;7,073613;7,07369;;;;;;;;;;;;
;;19/11/2022 14:16:05;7;DCH;21:46:03;14:46:00;1;1;EQUALIZACAO_4X_C20;1,977637;-0,237446;0;3,506629;3,506658;-3,506629;-3,523209;3,566079;7,089288;7,089364;;;;;;;;;;;;
;;19/11/2022 14:18:05;7;DCH;21:48:03;14:48:00;1;1;EQUALIZACAO_4X_C20;1,977415;-0,237491;0;3,514548;3,514577;-3,514548;-3,538869;3,566079;7,104947;7,105023;;;;;;;;;;;;
;;19/11/2022 14:20:05;7;DCH;21:50:03;14:50:00;1;1;EQUALIZACAO_4X_C20;1,977192;-0,237446;0;3,522454;3,522483;-3,522454;-3,554501;3,566079;7,12058;7,120656;;;;;;;;;;;;
;;19/11/2022 14:22:05;7;DCH;21:52:03;14:52:00;1;1;EQUALIZACAO_4X_C20;1,976859;-0,237491;0;3,530376;3,530405;-3,530376;-3,570164;3,566079;7,136242;7,136319;;;;;;;;;;;;
;;19/11/2022 14:24:05;7;DCH;21:54:03;14:54:00;1;1;EQUALIZACAO_4X_C20;1,976636;-0,237446;0;3,538291;3,538319;-3,538291;-3,585809;3,566079;7,151888;7,151964;;;;;;;;;;;;
;;19/11/2022 14:26:05;7;DCH;21:56:03;14:56:00;1;1;EQUALIZACAO_4X_C20;1,976414;-0,237491;0;3,546211;3,54624;-3,546211;-3,601464;3,566079;7,167542;7,167619;;;;;;;;;;;;
;;19/11/2022 14:28:05;7;DCH;21:58:03;14:58:00;1;1;EQUALIZACAO_4X_C20;1,976192;-0,237446;0;3,554116;3,554145;-3,554116;-3,617087;3,566079;7,183165;7,183241;;;;;;;;;;;;
;;19/11/2022 14:30:05;7;DCH;22:00:03;14:59:59;1;1;EQUALIZACAO_4X_C20;1,975858;-0,237446;0;3,562035;3,562064;-3,562035;-3,632735;3,566079;7,198814;7,19889;;;;;;;;;;;;
;;19/11/2022 14:32:05;7;DCH;22:02:03;15:02:00;1;1;EQUALIZACAO_4X_C20;1,975636;-0,237491;0;3,56995;3,569978;-3,56995;-3,648372;3,566079;7,214451;7,214527;;;;;;;;;;;;
;;19/11/2022 14:34:05;7;DCH;22:04:03;15:04:00;1;1;EQUALIZACAO_4X_C20;1,975302;-0,237491;0;3,577873;3,577902;-3,577873;-3,664025;3,566079;7,230104;7,23018;;;;;;;;;;;;
;;19/11/2022 14:36:05;7;DCH;22:06:03;15:06:00;1;1;EQUALIZACAO_4X_C20;1,97508;-0,237491;0;3,585784;3,585812;-3,585784;-3,67965;3,566079;7,245729;7,245805;;;;;;;;;;;;
;;19/11/2022 14:38:05;7;DCH;22:08:03;15:08:00;1;1;EQUALIZACAO_4X_C20;1,974857;-0,237446;0;3,593698;3,593727;-3,593698;-3,69528;3,566079;7,261359;7,261435;;;;;;;;;;;;
;;19/11/2022 14:40:06;7;DCH;22:10:03;15:10:00;1;1;EQUALIZACAO_4X_C20;1,974523;-0,237446;0;3,60162;3,601648;-3,60162;-3,710924;3,566079;7,277002;7,277079;;;;;;;;;;;;
;;19/11/2022 14:42:05;7;DCH;22:12:03;15:11:59;1;1;EQUALIZACAO_4X_C20;1,974301;-0,237491;0;3,609529;3,609558;-3,609529;-3,72654;3,566079;7,292619;7,292695;;;;;;;;;;;;
;;19/11/2022 14:44:05;7;DCH;22:14:03;15:14:00;1;1;EQUALIZACAO_4X_C20;1,974079;-0,237446;0;3,617439;3,617467;-3,617439;-3,742155;3,566079;7,308233;7,30831;;;;;;;;;;;;
;;19/11/2022 14:46:05;7;DCH;22:16:03;15:16:00;1;1;EQUALIZACAO_4X_C20;1,973745;-0,237491;0;3,625353;3,625382;-3,625353;-3,757777;3,566079;7,323856;7,323932;;;;;;;;;;;;
;;19/11/2022 14:48:05;7;DCH;22:18:03;15:18:00;1;1;EQUALIZACAO_4X_C20;1,973523;-0,237446;0;3,633273;3,633302;-3,633273;-3,773408;3,566079;7,339487;7,339563;;;;;;;;;;;;
;;19/11/2022 14:50:05;7;DCH;22:20:03;15:20:00;1;1;EQUALIZACAO_4X_C20;1,9733;-0,237491;0;3,641192;3,641221;-3,641192;-3,789036;3,566079;7,355114;7,355191;;;;;;;;;;;;
;;19/11/2022 14:52:05;7;DCH;22:22:03;15:22:00;1;1;EQUALIZACAO_4X_C20;1,972967;-0,237491;0;3,649115;3,649144;-3,649115;-3,804669;3,566079;7,370747;7,370823;;;;;;;;;;;;
;;19/11/2022 14:54:05;7;DCH;22:24:03;15:24:00;1;1;EQUALIZACAO_4X_C20;1,972633;-0,237491;0;3,657015;3,657043;-3,657015;-3,820253;3,566079;7,386332;7,386408;;;;;;;;;;;;
;;19/11/2022 14:56:05;7;DCH;22:26:03;15:26:00;1;1;EQUALIZACAO_4X_C20;1,97241;-0,237446;0;3,664945;3,664973;-3,664945;-3,835895;3,566079;7,401974;7,40205;;;;;;;;;;;;
;;19/11/2022 14:58:05;7;DCH;22:28:03;15:28:00;1;1;EQUALIZACAO_4X_C20;1,972188;-0,237491;0;3,672845;3,672873;-3,672845;-3,851476;3,566079;7,417555;7,417631;;;;;;;;;;;;
;;19/11/2022 15:00:05;7;DCH;22:30:03;15:30:00;1;1;EQUALIZACAO_4X_C20;1,971854;-0,237491;0;3,680777;3,680805;-3,680777;-3,867118;3,566079;7,433196;7,433273;;;;;;;;;;;;
;;19/11/2022 15:02:05;7;DCH;22:32:03;15:32:00;1;1;EQUALIZACAO_4X_C20;1,971632;-0,237491;0;3,688676;3,688704;-3,688676;-3,882692;3,566079;7,448771;7,448847;;;;;;;;;;;;
;;19/11/2022 15:04:05;7;DCH;22:34:03;15:34:00;1;1;EQUALIZACAO_4X_C20;1,971298;-0,237491;0;3,69659;3,696619;-3,69659;-3,898296;3,566079;7,464374;7,46445;;;;;;;;;;;;
;;19/11/2022 15:06:05;7;DCH;22:36:03;15:35:59;1;1;EQUALIZACAO_4X_C20;1,971076;-0,237446;0;3,704519;3,704547;-3,704519;-3,913924;3,566079;7,480003;7,480079;;;;;;;;;;;;
;;19/11/2022 15:08:05;7;DCH;22:38:03;15:38:00;1;1;EQUALIZACAO_4X_C20;1,970742;-0,237491;0;3,712428;3,712456;-3,712428;-3,929512;3,566079;7,495591;7,495667;;;;;;;;;;;;
;;19/11/2022 15:10:05;7;DCH;22:40:03;15:40:00;1;1;EQUALIZACAO_4X_C20;1,97052;-0,237446;0;3,720354;3,720383;-3,720354;-3,945132;3,566079;7,511211;7,511287;;;;;;;;;;;;
;;19/11/2022 15:12:05;7;DCH;22:42:03;15:42:00;1;1;EQUALIZACAO_4X_C20;1,970186;-0,237446;0;3,728257;3,728285;-3,728257;-3,960703;3,566079;7,526782;7,526858;;;;;;;;;;;;
;;19/11/2022 15:14:05;7;DCH;22:44:03;15:44:00;1;1;EQUALIZACAO_4X_C20;1,969964;-0,237491;0;3,736183;3,736212;-3,736183;-3,976319;3,566079;7,542397;7,542474;;;;;;;;;;;;
;;19/11/2022 15:16:05;7;DCH;22:46:03;15:46:00;1;1;EQUALIZACAO_4X_C20;1,96963;-0,237446;0;3,744099;3,744128;-3,744099;-3,991912;3,566079;7,557991;7,558067;;;;;;;;;;;;
;;19/11/2022 15:18:05;7;DCH;22:48:03;15:48:00;1;1;EQUALIZACAO_4X_C20;1,969408;-0,237491;0;3,752003;3,752031;-3,752003;-4,007478;3,566079;7,573557;7,573633;;;;;;;;;;;;
